32264,-3927,28442,-11045,10056,27121,24404,19039,28553,-25913,31390,16189,32737,844,29379,26218,7859,32767,-2514,32342,-5363,27169,31503,28152,31217,31557,20559,3110,16112,156,1737,32257,-5723,32531,-16271,30850,31186,18388,21867,-26669,-16075,20055,-9401,28489,1406,-32757,-14510,-19655,-31811,-237,-32671,-5265,-32326,18317,-9016,-16767,-9960,-8825,-25515,-32620,-28532,-32767,32721,5759,
31940,-12832,29623,7535,23431,30835,31813,7429,-5087,-10222,31892,9469,32701,12278,17562,7822,12966,31017,28381,32735,23205,30995,29449,-3785,-16437,29652,31359,30144,25342,448,29887,28683,-7319,-30150,-14007,31889,22906,11087,-7850,-31914,-32370,-31132,-7522,-31369,-2090,30380,27663,31820,30093,-10567,-16377,-1462,-23135,-10631,14368,32548,-28347,13944,9505,-12846,20772,-32764,-13434,15843,
4285,17959,10065,-25562,441,29209,2976,31668,2569,30073,32010,-27369,11625,9406,12326,27457,5784,22611,20864,16181,30566,29784,6385,30305,-3731,8290,30939,31684,18872,32745,31236,32629,32486,27407,31183,-20500,32765,-14851,32632,8416,-32667,-13013,7003,18017,30636,-31388,-30361,-17883,-32253,-23715,25266,28493,-11809,13661,32139,12463,-32554,31701,10792,8357,-26787,-1221,9902,3006,
17895,32568,28968,18528,-31730,-870,29457,28267,-14842,10295,16723,31375,-6661,25437,26998,29525,22859,18420,32067,10359,25521,29267,21920,32692,32648,23079,-6603,-7420,25419,29642,30689,32600,-27450,-3610,15315,-27026,-8181,-32756,14351,-16573,-29213,31108,28179,-9450,-32083,20655,-18568,14212,23476,-27100,6738,-31087,20552,14735,-24356,2225,2790,23261,-32095,-31916,20678,-13966,-11485,-3309,
30258,17529,23111,26934,-2014,18619,-10050,16128,30612,12553,32325,27641,12730,32308,32712,8001,-605,30613,31753,30487,15459,32101,24210,24368,-13750,4899,23885,30937,-8146,32043,28910,7537,-12576,-27685,-23229,-18661,32706,-26964,31188,-28523,-11689,30267,5369,-17598,-30193,5466,1911,31776,32762,11685,8089,-12009,-28892,6574,22081,-21906,-29743,-32399,-22432,10797,31739,-6853,-15424,-31889,
31741,30947,24740,31890,26346,29849,7534,11695,28314,32726,28550,32730,30396,30468,27324,19086,9106,7756,30022,32224,31418,-2936,32664,25350,19871,21637,32473,6843,24875,20922,32748,32401,8137,10768,-21486,-7534,19483,13519,-31890,30609,-16493,-1656,-16081,1576,-12240,-12057,-18086,-26635,31477,31836,-13129,5941,-9307,-32636,2596,-20762,26054,24608,-4386,-32045,-21330,25219,1120,-4889,
32315,28974,31470,23980,32767,23469,31077,31719,29841,30422,32756,31908,30914,32576,11627,29312,15637,-9349,-9885,31462,29709,32113,20803,31355,29270,32451,32447,32570,25805,26350,26420,29233,-5425,-15304,-9128,-22331,174,22867,-10390,8221,13537,12173,852,7454,-10863,3540,-30635,-14646,28795,-31406,-31241,9155,-13823,-6517,25317,-9517,14731,4543,4573,-3591,-20193,19478,19382,14804,
32706,32389,25481,32324,-5598,24939,32411,14623,-29987,29005,31549,30010,17064,29634,22498,30198,30954,-626,18302,30354,3125,-17497,32644,14775,31503,13834,32757,32715,30182,30873,-29528,24034,-2013,-4963,-20601,-5371,-32286,21254,4823,-29323,13208,-15244,-8851,-13156,-27973,13983,-23823,12718,-10749,32762,-27180,-12342,-32618,27705,-2839,-29247,9013,-29704,812,1846,12758,10979,-14204,-22272,
32039,28963,31521,31683,31807,30563,32587,-4194,21888,28032,13372,1942,11676,32301,30047,20243,32743,10744,32410,25718,31208,14385,32458,11031,31541,27987,23756,28883,29919,32746,25634,26165,-6869,-15325,-8953,-8360,7876,-11816,-3437,32498,-24384,-16968,29915,32710,30616,-5510,-13071,25766,1274,30956,-4829,-20305,9988,-29441,-4492,30855,-8881,-17042,22569,15475,-13362,1172,20411,-19726,
28053,15218,7341,7411,26188,26474,29224,22905,11810,32713,23126,26901,774,25198,25697,10439,10120,3921,31304,-19310,23234,21745,29780,8820,28464,13629,29667,17921,32766,13905,31402,29456,16933,29019,-31934,31918,19694,19309,-14821,23432,30565,-1887,-23214,18709,-32758,20947,20331,31060,31165,-32532,9684,-26473,23106,24512,-13668,-31558,-16233,-29798,-13913,27432,277,29671,9362,-14353,
5065,32754,32213,32678,31012,-1879,29798,3379,-3434,28415,14974,32634,10229,31950,19150,13129,18072,21056,28037,27471,23610,4795,-1239,6708,-14814,32435,32751,32473,30198,29727,32539,31734,32374,939,-6002,-2418,10580,-32714,-13629,-32593,32587,16318,-29146,2957,31130,7275,-26589,30022,-27333,25107,-16959,-17861,-22721,-32415,32744,32073,29228,4656,-1024,4380,12719,13785,3859,-8163,
-4043,28225,27642,14323,23024,9670,11840,-26750,32102,28977,-14721,949,31896,20967,32613,32696,-8230,15984,27289,23371,-7066,11769,19818,26937,-15756,24566,30696,30335,-14882,11042,21767,27431,32517,16644,17596,29471,23315,-31308,-30554,18925,-6568,-15297,29274,32754,-7505,-25181,-3178,2166,31717,28604,18139,22967,-31997,30581,-26095,-18657,-28730,-21684,-11466,12390,29193,-30851,-24493,17923,
29808,25089,21868,24325,31851,28698,14717,29594,8168,32430,26703,27012,29504,32394,-17505,32121,16611,32261,32359,31975,21282,28176,26963,10558,31511,20136,21075,22723,31376,1209,27986,1931,-13609,-21077,24402,-21954,-7695,15815,29276,14067,-31733,-4694,18991,-18549,14255,-4934,-27700,-6474,28245,5737,-5156,-7161,-24916,-16728,18619,31020,-8986,-25850,-25091,23608,-9449,32745,-17043,32711,
15927,28642,30966,-32744,31255,-2087,32503,-7724,23146,32026,31707,31724,8610,20552,8131,32745,32733,-8819,27585,30536,30596,21898,26054,28796,32725,26399,12923,9129,-15785,32217,32747,5557,28636,15916,10715,1248,-9840,32701,4158,31844,-23194,-6931,-8269,-8205,31616,25520,-31743,1227,-1501,31558,17686,-11884,-11730,24376,19872,-15636,-1664,19410,30112,31470,-28715,5980,-1150,-32293,
32399,29082,27895,19418,20520,32050,24679,13210,3894,-4634,19645,22160,5873,32746,18352,31495,26033,29370,29426,29395,10114,29396,30613,32767,18846,32652,28965,32386,30417,32689,30765,32088,-4903,15098,17192,-26394,25546,6818,-21555,-29987,-32535,-32438,26226,24138,32237,-1187,27146,-9043,19899,-14529,-14416,14479,31167,14477,-11685,52,-26805,-2752,-15322,4984,12185,2263,11279,-6639,
32691,31336,31561,19295,31220,25382,24916,7619,27894,32157,27687,31756,-512,19355,29835,32765,4300,10075,1667,31496,15298,-7562,14799,9335,8731,14921,10155,-6361,30240,31853,32127,30516,-2232,-9578,-8808,26484,9952,-20723,21282,-31869,-17193,6293,-17524,-8078,32763,26440,-13549,386,32484,-31180,32725,9039,28977,31883,29235,-31409,31583,-29173,-31154,32144,12620,-7687,6444,11937,
