      372452964,      335680736,      364580960,      326710856,      380992512,      330237040,      367708108,      328122088,      376734892,      332858544,      375164272,      336463928,      366403584,      324304120,      372482640,      337938912,      373832864,      334639496,      375583464,      333431416,      367129964,      334456808,      396295844,      333604760,      373556332,      341892200,      382126964,      332497592,      368327016,      339323432,      374211516,      337162584
      195866640,      262771048,      193484812,      257940968,      200054556,      254203392,      196955860,      257909400,      199124224,      255129984,      186975296,      257516744,      192094240,      255328184,      203132720,      263871736,      193830724,      255905640,      201096244,      258935160,      194080440,      262471712,      204727028,      258346432,      193544624,      263311848,      199546132,      260851936,      201566416,      264028128,      193687180,      260687080
      353895264,      386767568,      341446972,      385919256,      353429612,      375611312,      350401412,      390544104,      345436600,      387319920,      364149416,      385366264,      352570264,      377350744,      353815736,      386296016,      355083076,      385756328,      345438060,      392714552,      348200808,      386495832,      363445884,      379377336,      355852336,      391616984,      343136964,      387752856,      346865856,      387561000,      354029668,      390240200
      373220500,      301150920,      376304832,      298404520,      391111984,      293634024,      386071724,      295218160,      382095604,      298077280,      366452632,      299146296,      381098376,      289658608,      391121040,      304736728,      384541832,      301144680,      393269576,      301736528,      375141980,      301114992,      388805780,      297968944,      371910796,      308447272,      382733740,      301786048,      394713280,      305144640,      374372340,      304548496
      220661604,      220316512,      223022024,      215649160,      225777056,      213642456,      230053148,      225936320,      211966892,      217380320,      220743720,      221523528,      231137864,      219011464,      224951112,      218321176,      223035624,      219331760,      222658624,      224010920,      216808196,      222267848,      221031404,      215777968,      221759820,      220259960,      215402612,      220226552,      224590232,      216818848,      223240596,      223177384
      257435884,      375222344,      252978412,      364255768,      250792668,      378358800,      253588120,      383727128,      257946204,      391861520,      257828576,      390869288,      255731544,      383061200,      255215120,      384567632,      253014084,      380013040,      255829060,      388211680,      255460948,      390757808,      261633016,      370852664,      258044108,      374979288,      259350720,      383627664,      253083744,      377241976,      259004352,      375835552
      259000364,      316704304,      254171680,      311030504,      260556568,      311564208,      255370332,      311825624,      247539404,      312240624,      257360912,      313716808,      259676352,      305722920,      257732288,      319516928,      263227064,      311533848,      252460960,      315199576,      249226588,      316825064,      264646740,      314453512,      256538340,      321467176,      257775028,      313607224,      250661328,      318645000,      261096572,      315885208
      272696424,      459876640,      273302872,      451586128,      284939928,      454414656,      273100592,      458957760,      283281656,      465158080,      276910192,      466981168,      272093232,      461336720,      277837360,      468252016,      276750376,      462416784,      283565592,      465195440,      272332456,      463726416,      296974832,      453024720,      278328088,      455076752,      284455168,      463995248,      273415040,      457224592,      278122144,      467589568
      205560352,      456822128,      203668340,      450967272,      211478028,      448478472,      207728164,      454120240,      212143480,      462373648,      213278064,      459605624,      207710056,      454991808,      211658144,      459396576,      207513508,      461866328,      212222876,      452352848,      204605536,      451696968,      217811332,      458020520,      209515232,      468793144,      205450588,      458430840,      210832984,      463958504,      205483372,      461426800
      264946500,      326706176,      259190636,      321800040,      267582716,      315546480,      267463600,      317540728,      256413804,      322650000,      260797128,      326831272,      266140488,      315401848,      267992352,      330082224,      270082036,      328638728,      269957900,      325945784,      255109548,      326506376,      264856992,      320899560,      257092812,      332022264,      260615736,      328254408,      273931408,      331433080,      261250704,      329835752
      295863736,      334208136,      286537880,      333603208,      295825120,      331198368,      294765528,      344984216,      289221016,      331876544,      299840264,      333634584,      292211312,      336718592,      292571744,      333235056,      291774632,      324963488,      288438400,      343675104,      288366464,      341817376,      302425920,      329857960,      296348464,      332159144,      290149800,      336469792,      292550800,      325434856,      292364512,      334368176
      297876292,      355049440,      306347240,      346303412,      314677496,      349544572,      304008172,      345177448,      319984348,      338226264,      304575680,      350206084,      305353088,      348152256,      313586792,      360362328,      313246320,      353904596,      315291280,      345734496,      307445428,      354549940,      328603460,      353684508,      309185372,      349473644,      319545772,      349962908,      308618168,      358072172,      309044860,      348864904
      307134500,      305431488,      317850432,      303255780,      324947424,      301905532,      314395108,      308987320,      329820780,      304895832,      313457480,      308746268,      316621536,      303439072,      323703464,      311871520,      323359320,      305019492,      324419688,      315700496,      318569524,      315250444,      339436012,      300412724,      319361580,      308322484,      331369508,      309553260,      317144360,      305431188,      319951076,      310764304
      221737464,      366513024,      226717696,      351603896,      220655688,      366106792,      227945256,      368002896,      225044616,      378508224,      225927864,      377020712,      230805368,      366128552,      228867832,      377246248,      225242968,      370117552,      227197552,      371670552,      225598712,      375571688,      223986824,      364315296,      225354736,      362797496,      221474888,      373990264,      229114272,      369540768,      224767624,      365147544
      319207240,      238514400,      315262260,      234082840,      320345972,      231989496,      325155324,      233645376,      302665832,      229074944,      318831480,      233322952,      321662280,      233568488,      315100576,      239237416,      315377940,      233436832,      313468188,      234311720,      309090280,      239533240,      309919388,      234032816,      313975096,      236165640,      301443820,      235608088,      323163752,      239371904,      312317876,      235787544
      419313900,      375831472,      418246188,      364725728,      426596876,      373801936,      412422008,      379531856,      431842316,      391230640,      413971624,      387837808,      414862072,      376613936,      424880448,      386885264,      429093980,      381575744,      425591644,      385062768,      421054140,      387935408,      441507088,      370183184,      419906148,      372123248,      442210312,      386191360,      419399312,      378824640,      424241768,      375578464
      380845360,      520898192,      378278400,      519140332,      371657240,      519243700,      380964376,      531662152,      369902192,      534871544,      380155144,      535717268,      384638656,      535683824,      376714000,      531947696,      380678320,      527444732,      375551480,      538013152,      377259880,      533259044,      377593392,      514724316,      380370040,      524577708,      379682680,      530722532,      377764064,      520184172,      380857424,      532070672
      314167072,      301332896,      298098320,      296175736,      309236632,      294505856,      303862728,      315017624,      300123568,      312357520,      307071448,      307253416,      300957568,      296376312,      307471776,      305390304,      308432848,      307509176,      302383384,      311944488,      298059960,      318754936,      309428864,      305301944,      301869608,      305575864,      299855864,      309125704,      309298384,      300970120,      301971024,      300340792
      376519912,      159279472,      367003024,      155108456,      373739880,      153231320,      373884872,      163633296,      367590680,      161102544,      364365240,      160482504,      370470664,      158738912,      375580888,      158820016,      376155256,      155274680,      376375024,      163208704,      364333800,      163199768,      368262920,      154624520,      364179888,      155053176,      371562632,      161630840,      382088928,      154653592,      365685480,      157635056
      270641592,      233590576,      268316816,      238356640,      271292728,      227145808,      275448768,      233001184,      272390968,      228877552,      285233256,      229565504,      274393984,      237071784,      277389168,      233223560,      274180064,      229985272,      269135928,      232760360,      270549664,      226535584,      278309576,      226038568,      275906304,      231305840,      256201856,      234726272,      275233152,      227793624,      270010376,      240227464
      294739684,      452811952,      301180904,      449391672,      308783216,      443122600,      300072684,      446825776,      314848716,      455873552,      305680056,      456430600,      300500784,      453356488,      306567000,      454938072,      305338288,      460693600,      308530272,      447205608,      301657956,      447561272,      322584244,      454750480,      304812140,      465010280,      310852044,      455360184,      302714024,      460693136,      303498284,      459508456
      370521172,      362782152,      377908092,      358316316,      386533788,      357698260,      374451608,      363107128,      391362308,      366575752,      372920848,      361051340,      374985400,      367544200,      383198336,      361301104,      385404044,      363250772,      383856412,      358815448,      379626924,      364745124,      399707696,      353027260,      380692980,      342745972,      394829168,      365891076,      379722336,      354248420,      378526472,      360333224
